FlowDuration,TotFwdPkts,TotBwdPkts,TotLenFwdPkts,TotLenBwdPkts,FwdPktLenMax,FwdPktLenMin,BwdPktLenMax,BwdPktLenMin,FwdHeaderLen,BwdHeaderLen,SubflowFwdPkts,SubflowFwdByts,SubflowBwdPkts,SubflowBwdByts,TargetOutput
19211,4,8,321,4434,321,0,1460,0,80,184,4,321,8,4434,0
20279,4,8,324,4434,324,0,1460,0,80,184,4,324,8,4434,0
21657,4,8,324,4434,324,0,1460,0,80,184,4,324,8,4434,0
23957,4,8,329,4434,329,0,1460,0,80,184,4,329,8,4434,0
24207,4,8,324,4434,324,0,1460,0,80,184,4,324,8,4434,0
8635,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
3872,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
7628,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
6375,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
4181,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
6166,4,8,320,4434,320,0,1460,0,80,184,4,320,8,4434,0
8529,4,8,321,4434,321,0,1460,0,80,184,4,321,8,4434,0
8707,4,8,320,4434,320,0,1460,0,80,184,4,320,8,4434,0
10625,4,8,319,4434,319,0,1460,0,80,184,4,319,8,4434,0
10986,4,8,316,4434,316,0,1460,0,80,184,4,316,8,4434,0
6252,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
8606,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
3959,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
5534,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
3090,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
4950,4,8,317,4434,317,0,1460,0,80,184,4,317,8,4434,0
6579,4,8,325,4434,325,0,1460,0,80,184,4,325,8,4434,0
8593,4,8,320,4434,320,0,1460,0,80,184,4,320,8,4434,0
10181,4,8,320,4434,320,0,1460,0,80,184,4,320,8,4434,0
22371,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
25796,3,7,320,4434,320,0,1460,0,60,164,3,320,7,4434,0
20922,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
17352,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
18914,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
13268,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
16055,4,8,316,4434,316,0,1460,0,80,184,4,316,8,4434,0
17786,4,8,317,4434,317,0,1460,0,80,184,4,317,8,4434,0
18466,4,8,316,4434,316,0,1460,0,80,184,4,316,8,4434,0
19930,4,8,315,4434,315,0,1460,0,80,184,4,315,8,4434,0
4243,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
8940,4,8,316,4434,316,0,1460,0,80,184,4,316,8,4434,0
5977,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
2145,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
3599,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
2375,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
5194,4,8,317,4434,317,0,1460,0,80,184,4,317,8,4434,0
6312,4,8,325,4434,325,0,1460,0,80,184,4,325,8,4434,0
7361,4,8,320,4434,320,0,1460,0,80,184,4,320,8,4434,0
9423,4,8,320,4434,320,0,1460,0,80,184,4,320,8,4434,0
8803,4,8,320,4434,320,0,1460,0,80,184,4,320,8,4434,0
6306,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
5715,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
2802,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
4976,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
4031,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
7266,3,7,316,4434,316,0,1460,0,60,164,3,316,7,4434,0
8290,3,7,316,4434,316,0,1460,0,60,164,3,316,7,4434,0
10300,4,8,317,4434,317,0,1460,0,80,184,4,317,8,4434,0
15652,4,8,317,4434,317,0,1460,0,80,184,4,317,8,4434,0
19003,3,7,315,4434,315,0,1460,0,60,164,3,315,7,4434,0
11636,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
14404,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
2674,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
13647,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
5325,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
6112,4,8,318,4434,318,0,1460,0,80,184,4,318,8,4434,0
7314,4,8,326,4434,326,0,1460,0,80,184,4,326,8,4434,0
7878,4,8,321,4434,321,0,1460,0,80,184,4,321,8,4434,0
8569,4,8,321,4434,321,0,1460,0,80,184,4,321,8,4434,0
11374,4,8,321,4434,321,0,1460,0,80,184,4,321,8,4434,0
7915,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
6696,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
2334,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
5571,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
4382,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
5338,4,8,317,4434,317,0,1460,0,80,184,4,317,8,4434,0
6977,4,8,318,4434,318,0,1460,0,80,184,4,318,8,4434,0
7706,4,8,317,4434,317,0,1460,0,80,184,4,317,8,4434,0
9391,4,8,316,4434,316,0,1460,0,80,184,4,316,8,4434,0
10638,4,8,316,4434,316,0,1460,0,80,184,4,316,8,4434,0
5446,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
7161,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
1907,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
4835,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
3162,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
4841,4,8,317,4434,317,0,1460,0,80,184,4,317,8,4434,0
5986,4,8,325,4434,325,0,1460,0,80,184,4,325,8,4434,0
8131,3,7,320,4434,320,0,1460,0,60,164,3,320,7,4434,0
22819,3,7,320,4434,320,0,1460,0,60,164,3,320,7,4434,0
20058,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
24340,3,7,320,4434,320,0,1460,0,60,164,3,320,7,4434,0
19160,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
17048,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
2608,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
4285,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
5970,4,8,316,4434,316,0,1460,0,80,184,4,316,8,4434,0
6021,4,8,316,4434,316,0,1460,0,80,184,4,316,8,4434,0
9381,4,8,315,4434,315,0,1460,0,80,184,4,315,8,4434,0
11846,4,8,317,4434,317,0,1460,0,80,184,4,317,8,4434,0
9264,4,8,320,4434,320,0,1460,0,80,184,4,320,8,4434,0
1718,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
7522,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
6576,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
5229,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
3436,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
29904,4,8,324,4434,324,0,1460,0,80,184,4,324,8,4434,0
39578,4,8,329,4434,329,0,1460,0,80,184,4,329,8,4434,0
40914,4,8,324,4434,324,0,1460,0,80,184,4,324,8,4434,0
42574,4,8,324,4434,324,0,1460,0,80,184,4,324,8,4434,0
44752,4,8,321,4434,321,0,1460,0,80,184,4,321,8,4434,0
1172,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
6270,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
15782,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
3360,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
5009,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
24256,4,8,320,4434,320,0,1460,0,80,184,4,320,8,4434,0
26783,4,8,319,4434,319,0,1460,0,80,184,4,319,8,4434,0
30913,4,8,320,4434,320,0,1460,0,80,184,4,320,8,4434,0
33396,4,8,316,4434,316,0,1460,0,80,184,4,316,8,4434,0
38202,4,8,321,4434,321,0,1460,0,80,184,4,321,8,4434,0
2914,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
16869,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
14337,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
10347,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
8032,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
7212,4,8,320,4434,320,0,1460,0,80,184,4,320,8,4434,0
8144,4,8,320,4434,320,0,1460,0,80,184,4,320,8,4434,0
10226,4,8,320,4434,320,0,1460,0,80,184,4,320,8,4434,0
13063,4,8,325,4434,325,0,1460,0,80,184,4,325,8,4434,0
15193,4,8,317,4434,317,0,1460,0,80,184,4,317,8,4434,0
1993,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
4174,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
9844,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
6626,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
8438,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
6253,4,8,316,4434,316,0,1460,0,80,184,4,316,8,4434,0
7252,4,8,315,4434,315,0,1460,0,80,184,4,315,8,4434,0
8226,4,8,316,4434,316,0,1460,0,80,184,4,316,8,4434,0
11305,4,8,317,4434,317,0,1460,0,80,184,4,317,8,4434,0
10354,4,8,316,4434,316,0,1460,0,80,184,4,316,8,4434,0
2569,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
7612,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
6575,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
5522,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
3430,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
5000,4,8,320,4434,320,0,1460,0,80,184,4,320,8,4434,0
6462,4,8,320,4434,320,0,1460,0,80,184,4,320,8,4434,0
7058,4,8,320,4434,320,0,1460,0,80,184,4,320,8,4434,0
9551,4,8,325,4434,325,0,1460,0,80,184,4,325,8,4434,0
11295,4,8,317,4434,317,0,1460,0,80,184,4,317,8,4434,0
1753,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
3664,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
8239,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
6860,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
6312,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
22368,4,8,316,4434,316,0,1460,0,80,184,4,316,8,4434,0
23409,4,8,315,4434,315,0,1460,0,80,184,4,315,8,4434,0
24350,4,8,316,4434,316,0,1460,0,80,184,4,316,8,4434,0
27002,4,8,317,4434,317,0,1460,0,80,184,4,317,8,4434,0
26473,4,8,316,4434,316,0,1460,0,80,184,4,316,8,4434,0
2772,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
7417,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
6267,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
5161,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
2887,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
15872,4,8,320,4434,320,0,1460,0,80,184,4,320,8,4434,0
17794,4,8,320,4434,320,0,1460,0,80,184,4,320,8,4434,0
18490,4,8,320,4434,320,0,1460,0,80,184,4,320,8,4434,0
20667,4,8,325,4434,325,0,1460,0,80,184,4,325,8,4434,0
22342,4,8,317,4434,317,0,1460,0,80,184,4,317,8,4434,0
1495,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
3373,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
8425,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
6663,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
6017,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
6404,4,8,316,4434,316,0,1460,0,80,184,4,316,8,4434,0
7948,4,8,315,4434,315,0,1460,0,80,184,4,315,8,4434,0
9911,4,8,316,4434,316,0,1460,0,80,184,4,316,8,4434,0
13171,4,8,317,4434,317,0,1460,0,80,184,4,317,8,4434,0
13984,4,8,315,4434,315,0,1460,0,80,184,4,315,8,4434,0
3869,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
10615,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
9063,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
7250,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
3246,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
5825,4,8,319,4434,319,0,1460,0,80,184,4,319,8,4434,0
7143,4,8,319,4434,319,0,1460,0,80,184,4,319,8,4434,0
8779,4,8,319,4434,319,0,1460,0,80,184,4,319,8,4434,0
10935,4,8,324,4434,324,0,1460,0,80,184,4,324,8,4434,0
12591,4,8,316,4434,316,0,1460,0,80,184,4,316,8,4434,0
1479,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
3285,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
8352,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
5277,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
6801,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
9013,3,7,315,4434,315,0,1460,0,60,164,3,315,7,4434,0
8927,3,7,314,4434,314,0,1460,0,60,164,3,314,7,4434,0
10756,4,8,315,4434,315,0,1460,0,80,184,4,315,8,4434,0
22533,3,7,316,4434,316,0,1460,0,60,164,3,316,7,4434,0
13492,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
21300,3,7,317,4434,317,0,1460,0,60,164,3,317,7,4434,0
13682,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
11962,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
2200,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
2613,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
5300,4,8,321,4434,321,0,1460,0,80,184,4,321,8,4434,0
5372,4,8,321,4434,321,0,1460,0,80,184,4,321,8,4434,0
7347,4,8,321,4434,321,0,1460,0,80,184,4,321,8,4434,0
9889,4,8,326,4434,326,0,1460,0,80,184,4,326,8,4434,0
11504,4,8,318,4434,318,0,1460,0,80,184,4,318,8,4434,0
3803,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
2044,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
3741,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
8415,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
7428,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
8189,3,7,318,4434,318,0,1460,0,60,164,3,318,7,4434,0
7907,4,8,317,4434,317,0,1460,0,80,184,4,317,8,4434,0
11339,3,7,317,4434,317,0,1460,0,60,164,3,317,7,4434,0
12280,3,7,316,4434,316,0,1460,0,60,164,3,316,7,4434,0
10941,4,8,317,4434,317,0,1460,0,80,184,4,317,8,4434,0
6579,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
6965,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
2524,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
3267,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
3442,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
11266,4,8,318,4434,318,0,1460,0,80,184,4,318,8,4434,0
12270,4,8,321,4434,321,0,1460,0,80,184,4,321,8,4434,0
13395,4,8,321,4434,321,0,1460,0,80,184,4,321,8,4434,0
16054,4,8,321,4434,321,0,1460,0,80,184,4,321,8,4434,0
17996,4,8,326,4434,326,0,1460,0,80,184,4,326,8,4434,0
8518,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
1977,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
4029,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
7705,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
6716,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
8027,3,7,318,4434,318,0,1460,0,60,164,3,318,7,4434,0
9141,4,8,317,4434,317,0,1460,0,80,184,4,317,8,4434,0
9940,3,7,317,4434,317,0,1460,0,60,164,3,317,7,4434,0
10839,4,8,316,4434,316,0,1460,0,80,184,4,316,8,4434,0
16721,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
22288,3,7,319,4434,319,0,1460,0,60,164,3,319,7,4434,0
15597,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
13803,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
14480,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
2631,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
5956,4,8,320,4434,320,0,1460,0,80,184,4,320,8,4434,0
7053,4,8,323,4434,323,0,1460,0,80,184,4,323,8,4434,0
7452,4,8,323,4434,323,0,1460,0,80,184,4,323,8,4434,0
10739,4,8,323,4434,323,0,1460,0,80,184,4,323,8,4434,0
12810,4,8,328,4434,328,0,1460,0,80,184,4,328,8,4434,0
8470,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
1798,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
3968,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
7735,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
6538,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
8652,3,7,320,4434,320,0,1460,0,60,164,3,320,7,4434,0
10108,3,7,319,4434,319,0,1460,0,60,164,3,319,7,4434,0
19502,3,7,319,4434,319,0,1460,0,60,164,3,319,7,4434,0
20227,3,7,318,4434,318,0,1460,0,60,164,3,318,7,4434,0
13156,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
19548,3,7,318,4434,318,0,1460,0,60,164,3,318,7,4434,0
11721,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
2608,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
3533,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
3161,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
5805,4,8,319,4434,319,0,1460,0,80,184,4,319,8,4434,0
5815,4,8,322,4434,322,0,1460,0,80,184,4,322,8,4434,0
6851,4,8,322,4434,322,0,1460,0,80,184,4,322,8,4434,0
9126,4,8,322,4434,322,0,1460,0,80,184,4,322,8,4434,0
6716,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
12114,4,8,327,4434,327,0,1460,0,80,184,4,327,8,4434,0
2341,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
4465,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
8029,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
7097,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
7070,4,8,319,4434,319,0,1460,0,80,184,4,319,8,4434,0
1089,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
6737,4,8,318,4434,318,0,1460,0,80,184,4,318,8,4434,0
7388,4,8,318,4434,318,0,1460,0,80,184,4,318,8,4434,0
9154,4,8,317,4434,317,0,1460,0,80,184,4,317,8,4434,0
9281,4,8,316,4434,316,0,1460,0,80,184,4,316,8,4434,0
6365,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
3623,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
5511,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
3881,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
11049,4,8,317,4434,317,0,1460,0,80,184,4,317,8,4434,0
1694,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
6710,3,7,320,4434,320,0,1460,0,60,164,3,320,7,4434,0
6862,3,7,320,4434,320,0,1460,0,60,164,3,320,7,4434,0
3523,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
11488,3,7,320,4434,320,0,1460,0,60,164,3,320,7,4434,0
2943,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
12627,4,8,325,4434,325,0,1460,0,80,184,4,325,8,4434,0
12498,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
19453,3,7,317,4434,317,0,1460,0,60,164,3,317,7,4434,0
13282,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
2146,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
17007,4,8,316,4434,316,0,1460,0,80,184,4,316,8,4434,0
5475,4,8,316,4434,316,0,1460,0,80,184,4,316,8,4434,0
19420,4,8,315,4434,315,0,1460,0,80,184,4,315,8,4434,0
7922,4,8,317,4434,317,0,1460,0,80,184,4,317,8,4434,0
4090,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
2524,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
8676,4,8,318,4434,318,0,1460,0,80,184,4,318,8,4434,0
7533,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
5198,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
2233,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
6222,4,8,326,4434,326,0,1460,0,80,184,4,326,8,4434,0
6548,4,8,321,4434,321,0,1460,0,80,184,4,321,8,4434,0
7112,3,7,318,4434,318,0,1460,0,60,164,3,318,7,4434,0
24212,3,7,321,4434,321,0,1460,0,60,164,3,321,7,4434,0
25301,3,7,321,4434,321,0,1460,0,60,164,3,321,7,4434,0
16461,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
21635,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
20487,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
2795,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
3930,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
5755,4,8,317,4434,317,0,1460,0,80,184,4,317,8,4434,0
7192,4,8,317,4434,317,0,1460,0,80,184,4,317,8,4434,0
6573,4,8,320,4434,320,0,1460,0,80,184,4,320,8,4434,0
9800,4,8,316,4434,316,0,1460,0,80,184,4,316,8,4434,0
5917,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
8786,4,8,321,4434,321,0,1460,0,80,184,4,321,8,4434,0
1914,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
4759,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
4529,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
2901,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
6562,3,7,329,4434,329,0,1460,0,60,164,3,329,7,4434,0
6644,4,8,324,4434,324,0,1460,0,80,184,4,324,8,4434,0
9381,4,8,324,4434,324,0,1460,0,80,184,4,324,8,4434,0
20311,3,7,321,4434,321,0,1460,0,60,164,3,321,7,4434,0
17307,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
22075,3,7,324,4434,324,0,1460,0,60,164,3,324,7,4434,0
14488,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
17256,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
2809,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
3999,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
6217,4,8,320,4434,320,0,1460,0,80,184,4,320,8,4434,0
7200,4,8,320,4434,320,0,1460,0,80,184,4,320,8,4434,0
7164,4,8,316,4434,316,0,1460,0,80,184,4,316,8,4434,0
10759,4,8,319,4434,319,0,1460,0,80,184,4,319,8,4434,0
6388,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
9685,4,8,317,4434,317,0,1460,0,80,184,4,317,8,4434,0
1766,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
5229,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
4249,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
2380,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
6371,3,7,325,4434,325,0,1460,0,60,164,3,325,7,4434,0
8671,3,7,320,4434,320,0,1460,0,60,164,3,320,7,4434,0
9356,3,7,320,4434,320,0,1460,0,60,164,3,320,7,4434,0
19576,4,8,317,4434,317,0,1460,0,80,184,4,317,8,4434,0
21628,3,7,320,4434,320,0,1460,0,60,164,3,320,7,4434,0
18737,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
15814,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
16478,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
3230,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
4836,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
5804,4,8,316,4434,316,0,1460,0,80,184,4,316,8,4434,0
7570,4,8,316,4434,316,0,1460,0,80,184,4,316,8,4434,0
8414,4,8,316,4434,316,0,1460,0,80,184,4,316,8,4434,0
9989,4,8,315,4434,315,0,1460,0,80,184,4,315,8,4434,0
10083,4,8,317,4434,317,0,1460,0,80,184,4,317,8,4434,0
7483,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
3305,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
4942,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
5782,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
3260,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
5431,4,8,325,4434,325,0,1460,0,80,184,4,325,8,4434,0
6366,4,8,320,4434,320,0,1460,0,80,184,4,320,8,4434,0
8014,4,8,320,4434,320,0,1460,0,80,184,4,320,8,4434,0
8405,4,8,317,4434,317,0,1460,0,80,184,4,317,8,4434,0
10110,4,8,320,4434,320,0,1460,0,80,184,4,320,8,4434,0
7837,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
5231,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
6783,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
2850,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
4507,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
5153,4,8,316,4434,316,0,1460,0,80,184,4,316,8,4434,0
6592,4,8,316,4434,316,0,1460,0,80,184,4,316,8,4434,0
7955,3,7,316,4434,316,0,1460,0,60,164,3,316,7,4434,0
8952,4,8,315,4434,315,0,1460,0,80,184,4,315,8,4434,0
24338,3,7,317,4434,317,0,1460,0,60,164,3,317,7,4434,0
22319,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
18664,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
21180,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
19836,1,1,0,0,0,0,0,0,20,20,1,0,1,0,1
3519,1,1,0,0,0,0,0,0,20,20,1,0,1,0,1
5379,4,8,325,4434,325,0,1460,0,80,184,4,325,8,4434,1
6312,4,8,320,4434,320,0,1460,0,80,184,4,320,8,4434,1
7922,4,8,320,4434,320,0,1460,0,80,184,4,320,8,4434,1
8717,4,8,317,4434,317,0,1460,0,80,184,4,317,8,4434,1
10542,4,8,320,4434,320,0,1460,0,80,184,4,320,8,4434,1
8188,1,1,0,0,0,0,0,0,20,20,1,0,1,0,1
5568,1,1,0,0,0,0,0,0,20,20,1,0,1,0,1
7185,1,1,0,0,0,0,0,0,20,20,1,0,1,0,1
2910,1,1,0,0,0,0,0,0,20,20,1,0,1,0,1
4784,1,1,0,0,0,0,0,0,20,20,1,0,1,0,1
5272,4,8,316,4434,316,0,1460,0,80,184,4,316,8,4434,1
6237,4,8,317,4434,317,0,1460,0,80,184,4,317,8,4434,1
7790,4,8,316,4434,316,0,1460,0,80,184,4,316,8,4434,1
9332,4,8,315,4434,315,0,1460,0,80,184,4,315,8,4434,1
9599,4,8,318,4434,318,0,1460,0,80,184,4,318,8,4434,1
8172,1,1,0,0,0,0,0,0,20,20,1,0,1,0,1
4359,1,1,0,0,0,0,0,0,20,20,1,0,1,0,1
6008,1,1,0,0,0,0,0,0,20,20,1,0,1,0,1
7616,1,1,0,0,0,0,0,0,20,20,1,0,1,0,1
